,id,dimension,nombre,regimen,localidad,capacidad,geometry,r1_caminable,r1_bicicleta,r1_transporte
1,46000109,educacion,CENTRE PRIVAT MARE DE DÉU DE L'OLIVAR I,PRIV. CONC.,ALAQUÀS,40.0,POINT (718272.3541966609 4370456.323965696),0.00229766244422879,0.0007126415082194286,0.0008734556853624417
2,46000110,educacion,CENTRE PRIVAT MADRE JOSEFA CAMPOS,PRIV. CONC.,ALAQUÀS,9.0,POINT (718900.4320947106 4370659.997689506),0.04365199473975787,0.015759603327093925,8.828134717401152e-05
3,46000158,educacion,CEIP AMPARO ALABAU,PÚB.,ALAQUÀS,37.0,POINT (719295.6840662681 4370831.250005849),0.006496127450335943,0.0020992652972518728,0.001037830721279604
4,46000171,educacion,CEIP BONAVISTA,PÚB.,ALAQUÀS,60.0,POINT (719321.5344136528 4370310.191687577),0.001049327215318602,0.000817671942578889,0.0019139061020960744
6,46000249,educacion,CENTRE PRIVAT SANTA ANA Y SAN JOSÉ DE LA MONTAÑA,PRIV. CONC.,ALBAL,22.0,POINT (722622.795338574 4364032.347714249),0.0021715151076994736,0.002200927836790947,0.0005535481765945592
7,46000262,educacion,CEIP SAN BLAS,PÚB.,ALBAL,8.0,POINT (722977.2217785894 4364005.408112411),0.004367778640786098,0.00356662780535817,0.00011549962522683008
8,46000274,educacion,CEIP JUAN ESTEVE MUÑOZ,PÚB.,ALBAL,37.0,POINT (722613.1958536222 4363699.574382209),0.003485403724785299,0.0037198736207886907,0.00164592764328716
13,46000377,educacion,CENTRE PRIVAT PARROQUIAL DON JOSÉ LLUCH,PRIV. CONC.,ALBORAIA,60.0,POINT (727510.3018216968 4375651.508583849),0.0029833247672746994,0.006729594460325074,0.0041017702172749405
14,46000407,educacion,CENTRE PRIVAT SANTA MARÍA-MARIANISTAS,PRIV. CONC.,ALBORAIA,46.0,POINT (727534.7301578107 4375113.283824214),0.10714358542161413,0.005769066158221063,0.0021806528359296497
15,46000444,educacion,CEIP CERVANTES,PÚB.,ALBORAIA,18.0,POINT (728042.4915437612 4375893.4815904815),0.003349010153425278,0.0009900277279495352,0.0017351272010421685
16,46000456,educacion,CEIP TOMÁS ALBERT,PÚB.,ALBUIXECH,24.0,POINT (729683.4185551633 4380649.851959071),0.002167565700356494,0.008982124301096864,0.0026229833935126298
17,46000468,educacion,CENTRE PRIVAT SANTÍSIMO CRISTO DE LA FE,PRIV. CONC.,ALCÀSSER,25.0,POINT (720215.22270614 4360799.792242977),0.0012508329631481625,0.001490261130154978,0.0016253981018195132
18,46000493,educacion,CEIP 9 D'OCTUBRE,PÚB.,ALCÀSSER,34.0,POINT (719844.4607518805 4360774.971061339),0.004014545428118899,0.0014002509444678041,0.0010826413306858943
19,46000501,educacion,CEIP JAUME I,PÚB.,ALCÀSSER,33.0,POINT (719884.1372909942 4361155.682712318),0.009022727338971036,0.001070497929196602,0.0022059101049894778
35,46000894,educacion,CEIP JUAN ANTONIO MARTÍNEZ TORRES,PÚB.,ALDAIA,7.0,POINT (717631.4222584455 4370718.691169954),0.001361647254132286,0.0013513646350487912,0.0001784485368096841
36,46000900,educacion,CEIP NUESTRA SEÑORA DEL CARMEN,PÚB.,ALDAIA,12.0,POINT (717940.5703220722 4372463.917470777),0.0022511226888984014,0.00848622715831533,0.0004627548044914961
37,46000924,educacion,CEIP AUSIÀS MARCH,PÚB.,ALDAIA,39.0,POINT (717976.3003168178 4371735.512576748),0.002646380928994595,0.0026581043299395857,0.0004965089569263614
38,46000936,educacion,"CENTRE PRIVAT GUÍA, SL",PRIV. CONC.,ALFAFAR,19.0,POINT (725053.8489699643 4366779.448247056),0.000977503643060778,0.00019701263696629345,0.0024197954845357472
39,46000948,educacion,CENTRE PRIVAT MARÍA INMACULADA,PRIV. CONC.,ALFAFAR,23.0,POINT (724423.031972089 4367047.584039632),0.015741038808596675,0.00019064107079266277,0.0009011259540484212
40,46000951,educacion,CENTRE PRIVAT VAMAR,PRIV. CONC.,ALFAFAR,13.0,POINT (724813.9099242436 4367179.879385347),0.0025159121458393167,0.0020683416426731903,0.00107049792020692
41,46000997,educacion,CEIP ORBA,PÚB.,ALFAFAR,23.0,POINT (723678.9389417287 4366359.874095479),0,0.004844346075253469,0.011192334594895678
42,46001035,educacion,CENTRE PRIVAT RAMÓN Y CAJAL,PRIV. CONC.,ALFARA DEL PATRIARCA,13.0,POINT (724429.466077208 4380815.988814285),0.001399862147355796,0.0009171533926981593,0.001065152335915011
43,46001047,educacion,CEIP DOCTORA ANNA LLUCH,PÚB.,ALFARA DEL PATRIARCA,21.0,POINT (724964.8130910596 4380398.72021694),0.004059288483902102,0.000504985688051927,0.004844346075253469
55,46001254,educacion,CENTRE PRIVAT SAGRADO CORAZÓN DE JESÚS,PRIV. CONC.,ALGINET,24.0,POINT (718402.0697875645 4348686.394478082),0.7575905151000911,0.0022551821073043985,0.0017226750702792775
56,46001291,educacion,CEIP PEPITA GREUS,PÚB.,ALGINET,47.0,POINT (717900.4045595388 4348968.303772861),0.007862503764104712,0.00869576953184022,0.001926251022314992
57,46001308,educacion,CENTRE PRIVAT PALMA ALMÀSSERA,PRIV. CONC.,ALMÀSSERA,16.0,POINT (727399.7522478485 4377222.316147657),0.003255241600478371,0.46729644097300294,0.006165786114990432
58,46001311,educacion,CEIP CARRAIXET,PÚB.,ALMÀSSERA,31.0,POINT (727154.2021974095 4377033.232263049),0.13675478090116083,0.0031726217474717547,0.0020543612121514798
60,46001357,educacion,CEIP ALMASSAF,PÚB.,ALMUSSAFES,6.0,POINT (723046.9423139347 4352547.789249695),0.03030344742686427,0.09623511624756446,0.0002930007029071246
68,46001667,educacion,CENTRE PRIVAT ASUNCIÓN DE NUESTRA SEÑORA,PRIV. CONC.,BENAGUASIL,41.0,POINT (707219.1306675537 4385678.602791584),1.675624105531237e-05,0.0007716162085414007,0.0009171533926981593
69,46001679,educacion,CEIP LUIS VIVES,PÚB.,BENAGUASIL,8.0,POINT (707019.1795180406 4385261.346025724),0.003826859529609625,0.029982780722749174,0.00019701263696629345
70,46001734,educacion,CENTRE PRIVAT NUESTRA SEÑORA DEL SOCORRO,PRIV. CONC.,BENETÚSSER,38.0,POINT (723825.4980876026 4366611.393247964),0.003397655108232874,0.0019735674927031086,0.0017622188355545547
71,46001761,educacion,CEIP CRISTOBAL COLÓN,PÚB.,BENETÚSSER,31.0,POINT (724241.5660795287 4366385.771967957),0.004052740529395148,0.0033920453338017183,0.004960069356767975
72,46001771,educacion,CEIP BLASCO IBÁÑEZ,PÚB.,BENETÚSSER,38.0,POINT (723764.1918299084 4367359.952876914),0.00040650781136102325,0.001794502009723513,0.0016214617378321075
75,46001849,educacion,CENTRE PRIVAT CRISTO REY,PRIV. CONC.,BENIFAIÓ,22.0,POINT (721789.5291936602 4351727.855234112),0.0005621645802214237,1.2307076047616837e-05,0.0014341737507180593
76,46001850,educacion,CEIP SANTA BÁRBARA,PÚB.,BENIFAIÓ,18.0,POINT (722027.7113112067 4351803.618659137),0.0005285083488815988,0.005507328449849764,0.00047917549037676885
79,46001928,educacion,CEIP BLASCO IBÁÑEZ,PÚB.,BENIPARRELL,12.0,POINT (723031.6614547526 4362093.40741594),0.0013370400544336963,0.0004099309246381467,0.008695770041169846
81,46001953,educacion,CEIP VERGE DEL FONAMENT,PÚB.,BENISSANÓ,16.0,POINT (708241.3061093482 4387465.895032983),0.0015646554538552837,0.0009385536528941739,0.003010371672877197
82,46001989,educacion,CENTRE PRIVAT MARQUÉS DE DOS AGUAS,PRIV. CONC.,BÉTERA,20.0,POINT (718052.3741314044 4385911.119652271),4.4000063154010185,0.0013282947762660881,0.0027203875268831806
83,46001990,educacion,CENTRE PRIVAT NUESTRA SEÑORA DEL CARMEN,PRIV. CONC.,BÉTERA,25.0,POINT (717848.9993350774 4385254.599264828),0.001078631130571096,0.0015708108397999277,0.0008721838831773548
87,46002076,educacion,CEIP MARE DE DÉU DEL PILAR,PÚB.,BONREPÒS I MIRAMBELL,34.0,POINT (726551.6603623092 4377881.911453279),0.16591040234773832,0.0060606905137244385,0.029982780722749174
91,46002210,educacion,CENTRE PRIVAT JUAN XXIII,PRIV. CONC.,BURJASSOT,28.0,POINT (722305.3841925556 4376911.931892266),0.002677407716612326,0.0003526418023210638,0.00026557029078462096
92,46002258,educacion,CENTRE PRIVAT SAN MIGUEL ARCÁNGEL,PRIV. CONC.,BURJASSOT,18.0,POINT (722961.3904450273 4376077.3795691505),0.0013661313374314008,0.0011881052549293947,0.0005764866622541588
93,46002301,educacion,CENTRE PRIVAT NATIVIDAD DE NUESTRA SEÑORA,PRIV. CONC.,BURJASSOT,33.0,POINT (722419.32951727 4375749.828033423),0.001611196414225721,0.015555684235976943,0.006707414781739297
94,46002350,educacion,CENTRE PRIVAT LA FONTAINE,PRIV. CONC.,BURJASSOT,1.0,POINT (722176.4856073259 4376878.789075953),0.0010444570098810239,0.0013541622008328038,1.0053933724368998e-05
95,46002416,educacion,CEIP SAN JUAN DE RIBERA,PÚB.,BURJASSOT,24.0,POINT (722845.8447333885 4376354.120989876),0.00606069402262079,0.0008894420322527174,0.0004454906876487694
96,46002428,educacion,CEIP MIGUEL BORDONAU,PÚB.,BURJASSOT,21.0,POINT (722303.4915330054 4376351.851549232),0.0033241467580715205,0.0006182439805863505,0.0004095531177036486
97,46002441,educacion,CEIP LES SITGES,PÚB.,BURJASSOT,31.0,POINT (722343.9119983602 4377161.223856733),0.026018438813966187,0.013990451465614995,0.0008112127625833917
103,46002593,educacion,CEIP LA MURALLA,PÚB.,CANET D'EN BERENGUER,16.0,POINT (738315.2613090503 4395793.011084486),0.0018630193955193426,0.007798278548203946,0.01294523311504501
112,46002751,educacion,CENTRE PRIVAT LA DEVESA,PRIV.,CARLET,22.0,POINT (712959.097655135 4345061.796834459),0.010738407472289971,0.004953645650635293,4.4
113,46002763,educacion,CEIP JUAN VICENTE MORA,PÚB.,CARLET,42.0,POINT (713741.0020103849 4345031.601166462),0.014264544513852227,0.010827694754852011,0.0011042927648653904
114,46002799,educacion,CEIP SANT BERNAT,PÚB.,CARLET,73.0,POINT (714491.269364137 4344272.040724875),0.007342225420199689,0.006997001510186993,0.1483753976782478
115,46002805,educacion,CEIP BOSCH MARÍN,PÚB.,CARLET,20.0,POINT (714084.2733744989 4344223.006104766),0.006351408741853307,0.009367043511755132,0.001597477113826948
119,46002908,educacion,CENTRE PRIVAT SAN ANTONIO DE PADUA,PRIV. CONC.,CATARROJA,24.0,POINT (723608.5397077646 4364827.757559203),0.005137662839152711,0.004157429900772039,0.00028370523888903955
120,46002945,educacion,CEIP JOAN XXIII,PÚB.,CATARROJA,26.0,POINT (723747.158617178 4364075.649404342),0.01357006562670877,0.0019491408171406729,0.0018222863069699685
121,46002970,educacion,CEIP PALUZIÉ,PÚB.,CATARROJA,20.0,POINT (723266.4159691765 4364610.726577885),0.015131729505420813,0.009065635830176827,0.0006757997269819383
122,46003019,educacion,CEIP JAUME I EL CONQUERIDOR,PÚB.,CATARROJA,43.0,POINT (722809.8126005889 4364604.057802991),0.006402522866559679,0.008139615241451703,0.47778551226717736
124,46003147,educacion,CENTRE PRIVAT SAN ENRIQUE,PRIV. CONC.,QUART DE POBLET,20.0,POINT (719573.9718472074 4373660.940138803),0.0007853127945669996,0.006069176103492368,0.0007046334179552958
125,46003159,educacion,CENTRE PRIVAT PURÍSIMA CONCEPCIÓN,PRIV. CONC.,QUART DE POBLET,22.0,POINT (720108.3487704428 4373607.566419615),0.0004211843115208527,0.00024678645041977985,0.0007026143903798122
126,46003202,educacion,CENTRE PRIVAT SAGRADO CORAZÓN,PRIV. CONC.,QUART DE POBLET,19.0,POINT (720258.3571115732 4373381.8718878),0.006749841985127412,0.003719918614973404,0.0009492516032051377
127,46003238,educacion,CEIP SAN ONOFRE,PÚB.,QUART DE POBLET,38.0,POINT (719220.1602735355 4373524.384514608),0.10914585586620139,0.001065152335915011,0.0006466009791022677
128,46003251,educacion,CEIP MARÍA MOLINER,PÚB.,QUART DE POBLET,38.0,POINT (719573.1696944825 4373297.53928726),0.0022099747904243375,0.0007567862729080657,0.002112316166567481
129,46003275,educacion,CEIP MOLÍ D'ANIMETA,PÚB.,QUART DE POBLET,8.0,POINT (720805.3121818278 4373190.259339799),0.00063281795658649,0.0025872440312713018,0.0034935201934583973
141,46003615,educacion,CENTRE PRIVAT NUESTRA SEÑORA DE LA SALUD,PRIV. CONC.,XIRIVELLA,23.0,POINT (721645.0159178216 4371596.066610445),0.016666898155390603,0.3229216751690997,0.0007291484923791392
142,46003639,educacion,CEIP GREGORI MAYANS I CISCAR,PÚB.,XIRIVELLA,41.0,POINT (721165.1878460147 4371536.810005776),0.05555629865741296,0.11363786760640922,0.0006988087434754299
143,46003640,educacion,CEIP RAMÓN Y CAJAL,PÚB.,XIRIVELLA,21.0,POINT (720360.4682151503 4371368.467581964),0.6756807336979143,0.011413177655675285,0.0006356019648617332
144,46003652,educacion,CEIP MIGUEL DE CERVANTES,PÚB.,XIRIVELLA,7.0,POINT (721308.5486410403 4371232.621970968),0.017949014182754724,0.009928323364293293,0.00024678645041977985
145,46003676,educacion,CEIP VICENT TOSCA,PÚB.,XIRIVELLA,13.0,POINT (722267.378204521 4371786.419765911),0.05133965596271879,0.02532364251058329,0.0012974305977168006
